title,author,genre,description,category,rating,maturity rating,page count
The Whale / A Bright New Boise,['Samuel D. Hunter'],drama,No description,Not specified,0,Not rated,No data
Bacchae,['Euripides'],drama,No description,Not specified,0,Not rated,No data
The Trojan Women,['Euripides'],drama,No description,Not specified,0,Not rated,No data
Prometheus Bound,['Aeschylus'],drama,"Prometheus Bound is the starkest and strangest of the classic Greek tragedies, a play in which god and man are presented as radically, irreconcilably at odds. It begins with the shock of hammer blows as the Titan Prometheus is shackled to a rock in the Caucasus. This is his punishment for giving the gift of fire to humankind and for thwarting Zeus’s decision to exterminate the human race. Prometheus’s pain is unceasing, but he refuses to recant his commitment to humanity, to whom he has also brought the knowledge of writing, mathematics, medicine, and architecture. He hints that he knows how Zeus will be brought low in the future, but when Hermes demands that Prometheus divulge his secret, he refuses and is sent spinning into the abyss by a divine thunderbolt. To whom does humanity look for guidance: to the supreme deity or to the rebel Titan? What law controls the cosmos? Prometheus Bound, one of the great poetic achievements of the ancient world, appears here in a splendid new translation by Joel Agee that does full justice to the harsh and keening music of the original Greek.",['Drama'],3.5,NOT_MATURE,100
A Doll's House,['Henrik Ibsen'],drama,"Read & Co. Classics presents this brand new edition of Ibsen’s play, “A Doll’s House” (1879). The play significantly explores female identity and societal expectations, themes later expanded in “Hedda Gabler” (1891), and challenges the roles traditional to men and women in marriage. Set in Norway during the late 19th century, its reception was controversial at the time of its release given the limited prospects for women in society. Henrik Ibsen (1828-1906) was a Norwegian poet and theatre director, and is considered to be one of the greatest playwrights of his time. Despite involvement in theatre production and writing throughout his youth, Ibsen did not achieve significant critical success until his thirties through such plays as ”Brand” (1865) and “Peer Gynt” (1867). Many consider him instrumental in the development of Modernism and Realism in theatrical practice.",['Drama'],3.5,NOT_MATURE,146
A Doll's House,['Henrik Ibsen'],drama,No description,Not specified,0,Not rated,No data
The Legend of Sleepy Hollow,['Washington Irving'],drama,No description,Not specified,0,Not rated,No data
Happy Days,['Samuel Beckett'],drama,"A woman imprisoned in a mound of earth and a man compelled to remain in her presence rationalize their ""happy"" existence together",['Drama'],4,NOT_MATURE,68
The Marriage of Figaro,['Pierre Carlet de Chamblain Marivaux'],drama,No description,Not specified,0,Not rated,No data
Julius Caesar,['William Shakespeare'],drama,No description,Not specified,0,Not rated,No data
"Twelfth Night, Or, What You Will",['William Shakespeare'],drama,"The new Pelican Shakespeare series incorporates the more than thirty years of Shakespeare scholarship undertaken since the acclaimed original series, edited by Alfred Harbage, appeared between 1956 and 1967. The general editors of the new series of forty volumes-the renowned Shakespeareans Stephen Orgel of Stanford University and A. R. Braunmuller of UCLA-have assembled a team of eminent scholars who have, along with the general editors themselves, prepared new introductions and notes to all of Shakespeare's plays and poems. Redesigned in an easy-to-read format that preserves the favorite features of the original, including an essay on the theatrical world of Shakespeare, an introduction to the individual play, and a note on the text used. The new Pelican Shakespeare will be an excellent resource for students, teachers, and theatre professionals well into the twenty first century.",['Drama'],4,NOT_MATURE,148
Aias (Ajax),['Sophocles'],drama,No description,Not specified,0,Not rated,No data
The Storm,['Aleksandr Nikolaevich Ostrovsky'],drama,No description,Not specified,0,Not rated,No data
Julius Caesar,['William Shakespeare'],drama,No description,Not specified,0,Not rated,No data
Rosmersholm,['Henrik Ibsen'],drama,No description,Not specified,0,Not rated,No data
As You Like It,['William Shakespeare'],drama,No description,Not specified,0,Not rated,No data
Three Plays,['Gerhart Hauptmann'],drama,No description,Not specified,0,Not rated,No data
The Winter's Tale,['William Shakespeare'],drama,No description,Not specified,0,Not rated,No data
As You Like it,['William Shakespeare'],drama,"The classic one-volume Shakespeare, including all the plays and poems, now completely revised and updated. The distinguished Pelican Shakespeare series has sold five million copies. Now Penguin is proud to offer this fully revised new hardcover edition of The Complete Pelican Shakespeare. Since the series debuted more than forty years ago, developments in scholarship have revolutionized our understanding of William Shakespeare, his time, and his works. With new editors who have incorporated the most up-to-date research and debate, this revised edition of The Complete Pelican Shakespeare will be the premier choice for students, professors, and general readers for decades to come. The general editors of the series-world-renowned Shakespeareans Stephen Orgel of Stanford University and A. R. Braunmuller of UCLA - devoted seven years to preparing introductions and notes with a team of eminent scholars to the forty volumes of Shakespeare's plays and poems. Now, the new series is complete and available in one lavish and complete edition. * *Authoritative and meticulously researched texts *Illuminating new introductions and notes by distinguished authors *Essays on Shakespeare's life, the theatrical world of his time, and the selection of texts *A handsome new design inside and out * Deluxe packaging, including a full-linen case, ribbon marker, Smyth-sewn binding, printed endpapers, acid-free paper, and illustrations throughout *Photos and drawings reflecting Shakespeare's theatrical legacy *Line numbers marking every tenth line and footnote references *Both glossorial and explanatory notes appearing conveniently at the foot of the page",['Drama'],5,NOT_MATURE,164
Lysistrata,['Aristophanes'],drama,No description,Not specified,0,Not rated,No data
Christine,['Stephen King'],horror,"A scarlet-and-white, 1958 Plymouth--salvaged, over every rational dissent and objection, from decay--possesses its new owner and brings hellish terror to him, his friends, and his classmates. Reissue.",['Fiction'],3.5,NOT_MATURE,529
Thinner,"['Stephen King', 'Richard Bachman']",horror,Billy Halleck's nightmare begins after he sideswipes an old Gypsy woman as she is crossing the street: he loses ninety-three pounds within six weeks.,['Allegories'],3.5,NOT_MATURE,324
Tales from the Shadowhunter Academy,"['Cassandra Clare', 'Sarah Rees Brennan', 'Maureen Johnson', 'Robin Wasserman']",horror,"Collects short stories chronicling Simon's journey from amnesia to Ascension, as he works to regain his lost life while attending the Shadowhunter Academy.",['Juvenile Fiction'],4,NOT_MATURE,672
Night Embrace,['Sherrilyn Kenyon'],horror,"An ancient Celtic warrior cursed by a god to bring death to any woman he loves, Talon, a seductive vampire, prowls the night, serving as a protector of the innocent, until in modern-day New Orleans, a runaway Mardi Gras float brings him face to face with the outrageous Sunshine Runningwolf. Original.",['Fiction'],3.5,NOT_MATURE,420
Four Past Midnight,['Stephen King'],horror,"Jet passengers are stuck in a time-slip, a psychopath accuses a writer of plagiarism, a man with an overdue book encounters a demonic librarian, and a boy's camera snaps photos of a huge and nasty dog in these four horror novellas. Repackaged. Reissue.",['Horror'],3.5,NOT_MATURE,788
